band_banding,original_band,other_bands_banding,event_type_banding,event_date_banding,event_day_banding,event_month_banding,event_year_banding,iso_country_banding,iso_subdivision_banding,lat_dd_banding,lon_dd_banding,coordinates_precision_code_banding,band_type_code_banding,species_name_banding,species_id_banding,bird_status_banding,extra_info_code_banding,age_code_banding,sex_code_banding,permit_banding,band_status_code_banding,how_obtained_code_banding,who_obtained_code_banding,reporting_method_banding,present_condition_banding,min_age_at_enc_banding,record_source_banding,record_id_banding,species_scientific_name_banding,band_recap_enc,other_bands_recap_enc,event_type_recap_enc,event_date_recap_enc,event_day_recap_enc,event_month_recap_enc,event_year_recap_enc,iso_country_recap_enc,iso_subdivision_recap_enc,lat_dd_recap_enc,lon_dd_recap_enc,coordinates_precision_code_recap_enc,band_type_code_recap_enc,species_name_recap_enc,species_id_recap_enc,bird_status_recap_enc,extra_info_code_recap_enc,age_code_recap_enc,sex_code_recap_enc,permit_recap_enc,band_status_code_recap_enc,how_obtained_code_recap_enc,who_obtained_code_recap_enc,reporting_method_recap_enc,present_condition_recap_enc,min_age_at_enc_recap_enc,record_source_recap_enc,record_id_recap_enc,species_scientific_name_recap_enc,distance_km
B33933913149,B33933913149,,B,11/15/2005,15,11,2005,US,US-IN,38.41667,-87.58333,10,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P7721981,0,,,,,,B,-64031602,Selasphorus rufus,B33933913149,,E,11/25/2005,25,11,2005,US,US-KY,37.75,-87.08333,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,1.42,E,-12476483,Selasphorus rufus,86.02363263561406
B34833145958,B34833145958,,B,09/04/2013,4,9,2013,US,US-IL,37.60944,-89.24611,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P7721981,0,,,,,,B,-59013138,Archilochus colubris,B34833145958,,E,09/09/2014,9,9,2014,US,US-AR,34.36231,-92.90042,11,11,HUMMINGBIRD,4280,,,,,,,0.0,21.0,61.0,4.0,2.25,E,-12203575,Archilochus colubris,488.1868546105989
B34833197553,B34833197553,,B,01/11/2014,11,1,2014,US,US-AL,30.55333,-88.08389,0,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P2723703,0,,,,,,B,-37007236,Selasphorus rufus,B34833197553,,E,01/24/2015,24,1,2015,US,US-TX,29.46142,-95.06452,0,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,1.58,E,-10022665,Selasphorus rufus,684.1530003428518
B34833210904,B34833210904,,B,09/09/2017,9,9,2017,US,US-LA,30.82889,-91.40389,0,11,Ruby-throated Hummingbird,4280,3,08,1.0,4.0,P4744824,0,,,,,,B,-15446501,Archilochus colubris,B34833210904,,E,04/27/2018,27,4,2018,US,US-VA,36.8625,-76.575,0,11,hummingbird,4280,,,,,,,0.0,21.0,12.0,4.0,1.83,E,-12160468,Archilochus colubris,1524.5004025961905
B34833214394,B34833214394,,B,07/07/2014,7,7,2014,US,US-AK,60.06389,-148.01583,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P4724191,0,,,,,,B,-36877494,Selasphorus rufus,B34833214394,,E,08/19/2014,19,8,2014,US,US-CO,40.48409,-106.80804,0,11,Rufous Hummingbird,4330,,,,,,,3.0,21.0,7.0,4.0,1.17,E,98101,Selasphorus rufus,3564.050111952332
B34833234298,B34833234298,,B,04/28/2016,28,4,2016,CA,CA-BC,49.34806,-123.05111,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P5835373,0,,,,,,B,-17172841,Selasphorus rufus,B34833234298,,E,07/16/2017,16,7,2017,US,US-WA,45.81364,-121.16111,0,11,Hummingbird,4330,,,,,,,0.0,21.0,7.0,4.0,2.08,E,-8545288,Selasphorus rufus,417.8585961982094
B34833236263,B34833236263,,B,07/08/2017,8,7,2017,CA,CA-BC,49.23917,-122.79833,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P5835373,0,,,,,,B,-16113570,Selasphorus rufus,B34833236263,,E,07/23/2017,23,7,2017,US,US-OR,45.49818,-122.43148,11,11,Rufous Hummingbird,4330,,,,,,,14.0,21.0,62.0,4.0,0.08,E,-9868247,Selasphorus rufus,416.83626105576946
B34833249944,B34833249944,,B,05/03/2017,3,5,2017,CA,CA-BC,49.2225,-119.58472,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P9839008,0,,,,,,B,-15855729,Selasphorus rufus,B34833249944,,E,08/12/2017,12,8,2017,US,US-NM,35.78836,-106.30281,11,11,Rufous Hummingbird,4330,,,,,P1716506,,66.0,23.0,7.0,7.0,1.17,E,-8525400,Selasphorus rufus,1843.0888056724812
B34833290583,B34833290583,,B,08/06/2014,6,8,2014,US,US-NC,35.81833,-81.85056,0,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P7723572,0,,,,,,B,-53111749,Archilochus colubris,B34833290583,,E,08/26/2014,26,8,2014,US,US-GA,34.50944,-84.49417,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P2728868,,66.0,23.0,14.0,7.0,0.17,R,-32196136,Archilochus colubris,281.22045414521455
B34833306516,B34833306516,,B,09/30/2019,30,9,2019,US,US-TX,29.04972,-95.45333,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P7725407,0,,,,,,B,10656762,Archilochus colubris,B34833306516,,E,04/19/2020,19,4,2020,US,US-GA,31.33747,-81.57033,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,59.0,21.0,7.0,7.0,0.83,E,559659,Archilochus colubris,1359.7612438801902
B34833773718,B34833773718,,B,12/19/2012,19,12,2012,US,US-GA,33.52722,-84.07472,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2728868,0,,,,,,B,-53668595,Selasphorus rufus,B34833773718,,E,11/05/2013,5,11,2013,US,US-OH,39.47672,-84.75122,0,11,Rufous Hummingbird,4330,,,,,P2720434,,52.0,23.0,7.0,7.0,2.42,E,-8610547,Selasphorus rufus,662.977291496952
B34833773718,B34833773718,,B,12/19/2012,19,12,2012,US,US-GA,33.52722,-84.07472,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2728868,0,,,,,,B,-53668595,Selasphorus rufus,B34833773718,,E,11/09/2013,9,11,2013,US,US-OH,39.47676,-84.75118,0,11,Rufous Hummingbird,4330,,,,,P7724087,,66.0,23.0,7.0,7.0,2.42,E,-8606425,Selasphorus rufus,662.9813856127852
B34833872278,B34833872278,,B,09/07/2014,7,9,2014,US,US-TX,29.04167,-95.475,1,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P5725452,0,,,,,,B,-37055444,Archilochus colubris,B34833872278,,E,06/22/2015,22,6,2015,US,US-TN,35.88134,-83.70746,0,11,Ruby-throated Hummingbird,4280,,,,,P7727292,,66.0,23.0,7.0,7.0,1.0,E,-10010807,Archilochus colubris,1339.716399577402
B34933259944,B34933259944,,B,01/10/2005,10,1,2005,US,US-LA,29.75,-90.75,10,11,Rufous Hummingbird,4330,3,08,1.0,4.0,P4744824,0,,,,,,B,-36881756,Selasphorus rufus,B34933259944,,E,11/30/2005,30,11,2005,US,US-MS,32.08333,-89.91667,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,1.42,E,-12474913,Selasphorus rufus,270.67446817779506
B34933260313,B34933260313,,B,07/12/2004,12,7,2004,CA,CA-BC,48.91667,-123.41667,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P8833768,0,,,,,,B,-36966040,Selasphorus rufus,B34933260313,,E,07/11/2007,11,7,2007,US,US-ID,45.58333,-113.91667,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,4.08,E,-12476067,Selasphorus rufus,808.2199568583496
B34933351001,B34933351001,,B,01/03/2004,3,1,2004,US,US-LA,30.41667,-90.08333,10,11,Ruby-throated Hummingbird,4280,3,08,5.0,4.0,P4744824,0,,,,,,B,-63824440,Archilochus colubris,B34933351001,,E,12/29/2004,29,12,2004,US,US-AL,31.41667,-88.25,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,1.5,E,-12474918,Archilochus colubris,207.36317642463322
B34933351084,B34933351084,,B,01/03/2004,3,1,2004,US,US-LA,30.41667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,6.0,5.0,P4744824,0,,,,,,B,-36883661,Selasphorus rufus,B34933351084,,E,01/21/2006,21,1,2006,US,US-GA,34.08333,-84.08333,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,3.58,E,-12475975,Selasphorus rufus,696.2008965463529
B34933382833,B34933382833,B46833733433; ,B,12/23/2006,23,12,2006,US,US-MS,30.3725,-88.66222,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2720191,0,,,,,,B,-63192743,Selasphorus rufus,B34933382833,B46833733433; ,E,02/07/2008,7,2,2008,US,US-LA,30.41667,-90.08333,10,11,,4330,,,,,,,53.0,23.0,14.0,8.0,2.67,E,-8835573,Selasphorus rufus,136.65877031496012
B34933382918,B34933382918,,B,12/02/2006,2,12,2006,US,US-MS,30.39139,-89.35278,0,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P2720191,0,,,,,,B,-63192747,Selasphorus rufus,B34933382918,,E,01/30/2007,30,1,2007,US,US-LA,30.41667,-91.25,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,0.58,E,-12393172,Selasphorus rufus,182.32903666115618
B34933382992,B34933382992,,B,12/10/2006,10,12,2006,US,US-MS,30.57,-89.64444,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2720191,0,,,,,,B,-63192746,Selasphorus rufus,B34933382992,,E,02/15/2007,15,2,2007,US,US-LA,30.41667,-90.08333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,0.67,E,-12393170,Selasphorus rufus,45.43529994681144
B34933673799,B34933673799,,B,02/29/2008,29,2,2008,US,US-GA,32.08333,-84.25,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P2723343,0,,,,,,B,-62405228,Archilochus colubris,B34933673799,,E,12/14/2008,14,12,2008,US,US-TN,35.92278,-83.98222,0,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,1.5,E,-12282618,Archilochus colubris,426.59900526409484
B34933767227,B34933767227,,B,05/27/2004,27,5,2004,US,US-MT,48.08333,-114.41667,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1721047,0,,,,,,B,-36897795,Selasphorus rufus,B34933767227,,E,06/01/2007,1,6,2007,CA,CA-AB,49.55,-113.76667,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,4.0,E,-12479996,Selasphorus rufus,169.94295727564042
B34933846909,B34933846909,,B,10/04/2004,4,10,2004,US,US-TX,31.58333,-94.58333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P0990380,0,,,,,,B,-64482164,Archilochus colubris,B34933846909,,E,09/15/2005,15,9,2005,US,US-AR,33.75,-94.41667,10,11,HUMMINGBIRD,4280,,,,,,,66.0,21.0,6.0,7.0,1.25,E,-12454560,Archilochus colubris,240.78856083677823
B34933880999,B34933880999,,B,01/12/2004,12,1,2004,US,US-LA,30.41667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P2722567,0,,,,,,B,-36881189,Selasphorus rufus,B34933880999,,E,12/27/2004,27,12,2004,US,US-MS,30.29667,-89.34639,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1711251,,66.0,23.0,12.0,7.0,1.5,R,-32294874,Selasphorus rufus,72.08691530976492
B34933921151,B34933921151,,B,08/04/2005,4,8,2005,US,US-WV,39.08333,-79.75,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1711251,0,,,,,,B,-56255280,Archilochus colubris,B34933921151,,E,08/01/2006,1,8,2006,US,US-VA,36.75,-78.58333,10,11,Hummingbird,4280,,,,,,,0.0,21.0,7.0,5.0,1.17,E,-12560421,Archilochus colubris,278.5580925082572
B35833043900,B35833043900,,B,07/30/2012,30,7,2012,US,US-CA,37.37361,-119.83333,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2720940,0,,,,,,B,-60032385,Selasphorus rufus,B35833043900,,E,08/05/2012,5,8,2012,US,US-UT,37.19556,-113.70778,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,0.17,E,-8676880,Selasphorus rufus,543.4704312845718
B35833188358,B35833188358,,B,09/12/2010,12,9,2010,US,US-TX,29.08333,-95.41667,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1711771,0,,,,,,B,-37211194,Archilochus colubris,B35833188358,,E,07/99/2011,99,7,2011,US,US-AL,34.41667,-87.25,10,11,HUMMINGBIRD,4280,,,,,,,3.0,21.0,61.0,5.0,1.08,E,-8734788,Archilochus colubris,973.2682004405016
B35833217395,B35833217395,,B,04/21/2013,21,4,2013,US,US-AZ,31.55833,-110.35833,1,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1716506,0,,,,,,B,-59323124,Selasphorus rufus,B35833217395,,E,05/09/2013,9,5,2013,CA,CA-BC,49.53605,-120.51758,0,11,Rufous Hummingbird,4330,,,,,P3839448,,66.0,23.0,7.0,7.0,0.92,E,-8649969,Selasphorus rufus,2169.2570001875392
B35833319081,B35833319081,,B,08/21/2012,21,8,2012,US,US-AR,34.50833,-91.275,1,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P5725305,0,,,,,,B,-59790443,Archilochus colubris,B35833319081,,E,07/22/2014,22,7,2014,US,US-IL,38.48791,-89.44642,0,11,Ruby-throated Hummingbird,4280,,,,,,,66.0,23.0,7.0,7.0,2.08,E,-12571235,Archilochus colubris,470.98586646106156
B35833325885,B35833325885,,B,09/06/2011,6,9,2011,US,US-OK,36.58333,-94.75,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P1713087,0,,,,,,B,-60607126,Archilochus colubris,B35833325885,,E,05/15/2012,15,5,2012,US,US-WI,43.75,-90.58333,10,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,0.0,22.0,12.0,4.0,1.92,E,-12207929,Archilochus colubris,871.0333227767222
B35833355473,B35833355473,,B,01/20/2014,20,1,2014,US,US-FL,30.505,-84.28694,0,11,Rufous Hummingbird,4330,3,08,5.0,4.0,P2723703,0,,,,,,B,-36999704,Selasphorus rufus,B35833355473,,E,04/17/2014,17,4,2014,US,US-CA,32.5583,-117.10583,0,11,Rufous Hummingbird,4330,,,,,P7712807,,66.0,23.0,7.0,7.0,0.83,E,-11432516,Selasphorus rufus,3112.8735024560274
B35833390033,B35833390033,,B,08/11/2012,11,8,2012,US,US-GA,33.52083,-84.94194,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2728868,0,,,,,,B,-59727584,Selasphorus rufus,B35833390033,,E,01/18/2016,18,1,2016,US,US-FL,30.46139,-85.05972,0,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P2723703,,66.0,23.0,14.0,7.0,3.58,R,-31803413,Selasphorus rufus,339.43387163018696
B35833506346,B35833506346,,B,04/27/2011,27,4,2011,US,US-TX,29.05833,-95.44167,1,11,Ruby-throated Hummingbird,4280,3,08,1.0,4.0,P5725452,0,,,,,,B,-60954647,Archilochus colubris,B35833506346,,E,07/22/2012,22,7,2012,US,US-IA,41.77583,-93.72472,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,3.0,21.0,7.0,7.0,2.08,E,-8676035,Archilochus colubris,1419.5052315447738
B35833831873,B35833831873,,B,09/15/2010,15,9,2010,US,US-IL,37.64722,-89.12444,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P7721981,0,,,,,,B,-61009107,Archilochus colubris,B35833831873,,E,06/99/2013,99,6,2013,US,US-IN,41.48382,-86.05586,11,11,RUBY THROATED HUMMINGBIRD,4280,,,,,,,0.0,21.0,61.0,5.0,3.0,E,-10023147,Archilochus colubris,500.8912789966877
B35933057709,B35933057709,,B,02/28/2003,28,2,2003,US,US-FL,30.41667,-84.25,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-65148856,Selasphorus rufus,B35933057709,,E,11/24/2003,24,11,2003,US,US-TN,35.75,-83.41667,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.42,E,-12446381,Selasphorus rufus,596.5864950059756
B35933058269,B35933058269,,B,12/20/2002,20,12,2002,US,US-FL,30.41667,-87.41667,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-36883140,Selasphorus rufus,B35933058269,,E,12/04/2003,4,12,2003,US,US-AL,30.37722,-87.46722,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,2.5,R,-31801889,Selasphorus rufus,6.53646037572862
B35933087717,B35933087717,,B,12/04/2001,4,12,2001,US,US-AL,32.41667,-86.25,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-36894249,Selasphorus rufus,B35933087717,,E,04/09/2004,9,4,2004,US,US-AR,34.25,-92.08333,10,11,,4330,,,,,,,0.0,23.0,1.0,3.0,2.83,E,-9202994,Selasphorus rufus,579.7853324248684
B35933125631,B35933125631,,B,09/18/2004,18,9,2004,US,US-LA,30.25,-92.08333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P2724544,0,,,,,,B,-37211768,Archilochus colubris,B35933125631,,E,05/16/2007,16,5,2007,US,US-MA,42.77926,-70.88283,0,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,3.92,E,-12479864,Archilochus colubris,2342.336668863156
B35933143984,B35933143984,,B,01/14/2012,14,1,2012,US,US-VA,37.25278,-80.00222,0,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P6716515,0,,,,,,B,-60062318,Selasphorus rufus,B35933143984,,E,03/16/2012,16,3,2012,US,US-NC,35.25056,-79.39194,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,28.0,23.0,7.0,7.0,0.75,E,-12239811,Selasphorus rufus,228.84243440998196
B35933198199,B35933198199,,B,09/05/2003,5,9,2003,US,US-LA,30.25,-92.08333,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P2724544,0,,,,,,B,-75845664,Selasphorus rufus,B35933198199,,E,01/07/2004,7,1,2004,US,US-AL,30.58333,-87.91667,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,0.58,E,-11224423,Selasphorus rufus,402.01362666380203
B35933311403,B35933311403,,B,12/13/2003,13,12,2003,US,US-TN,35.91667,-84.08333,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P1711647,0,,,,,,B,-75797827,Selasphorus rufus,B35933311403,,E,12/01/2004,1,12,2004,US,US-NC,35.91667,-82.25,10,11,,4330,,,,,,,66.0,21.0,7.0,7.0,1.5,E,-11324870,Selasphorus rufus,165.47108960786608
B35933317479,B35933317479,,B,06/15/2002,15,6,2002,CA,CA-BC,49.41667,-124.75,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P3838728,0,,,,,,B,-36898065,Selasphorus rufus,B35933317479,,E,07/18/2002,18,7,2002,US,US-ID,43.08333,-115.91667,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,0.08,E,-11353634,Selasphorus rufus,978.3105346681222
B35933440994,B35933440994,,B,01/26/2003,26,1,2003,US,US-SC,33.58333,-79.08333,10,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P7723572,0,,,,,,B,-36894468,Selasphorus rufus,B35933440994,,E,02/02/2004,2,2,2004,US,US-NC,36.08333,-79.08333,10,11,,4330,,,,,,,66.0,21.0,7.0,7.0,1.67,E,-11334689,Selasphorus rufus,277.3439719309214
B35933444743,B35933444743,,B,12/18/2001,18,12,2001,US,US-LA,30.41667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,2.0,4.0,P4744824,0,,,,,,B,-65103714,Selasphorus rufus,B35933444743,,E,09/17/2002,17,9,2002,US,US-AL,32.41667,-86.25,10,11,,4330,,,,,,,66.0,23.0,6.0,7.0,1.25,E,-11354718,Selasphorus rufus,426.6042544689458
B35933664105,B35933664105,,B,04/16/2002,16,4,2002,US,US-AL,30.25,-88.08333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P1711251,0,,,,,,B,-37244694,Archilochus colubris,B35933664105,,E,07/29/2002,29,7,2002,US,US-CT,41.25,-73.41667,10,11,,4280,,,,,,,13.0,21.0,6.0,5.0,1.08,E,-9277627,Archilochus colubris,1797.8484437833163
B35933665463,B35933665463,,B,09/24/2001,24,9,2001,US,US-AL,33.75,-86.58333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1711251,0,,,,,,B,-56181866,Archilochus colubris,B35933665463,,E,06/13/2003,13,6,2003,US,US-TN,36.41667,-82.25,10,11,,4280,,,,,,,13.0,21.0,1.0,3.0,2.0,E,-9282193,Archilochus colubris,493.556303249221
B35933703953,B35933703953,,B,07/25/2009,25,7,2009,US,US-CO,38.20833,-107.075,1,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P4749687,0,,,,,,B,-61978984,Selasphorus rufus,B35933703953,,E,05/23/2010,23,5,2010,US,US-WA,47.14917,-120.8725,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,0.92,E,-8817302,Selasphorus rufus,1501.1062611235025
B35933738109,B35933738109,,B,01/09/2003,9,1,2003,US,US-GA,32.08333,-84.25,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723343,0,,,,,,B,-36892342,Selasphorus rufus,B35933738109,,E,12/28/2004,28,12,2004,US,US-OH,39.25,-84.41667,10,11,,4330,,,,,,,28.0,21.0,6.0,3.0,2.5,E,-9185008,Selasphorus rufus,795.30846355615
B35933738753,B35933738753,,B,01/17/2004,17,1,2004,US,US-GA,31.41667,-84.91667,10,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P2723343,0,,,,,,B,-75843185,Selasphorus rufus,B35933738753,,E,12/10/2004,10,12,2004,US,US-AL,32.08333,-86.25,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,1.5,E,-9161670,Selasphorus rufus,146.3669474620481
B35933738753,B35933738753,,B,01/17/2004,17,1,2004,US,US-GA,31.41667,-84.91667,10,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P2723343,0,,,,,,B,-75843185,Selasphorus rufus,B35933738753,,E,02/13/2005,13,2,2005,US,US-AL,31.75,-85.91667,10,11,,4330,,,,,,,66.0,21.0,7.0,7.0,1.67,E,-9162214,Selasphorus rufus,101.8592407669689
B35933739579,B35933739579,,B,01/10/2002,10,1,2002,US,US-GA,32.58333,-83.75,10,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P2723343,0,,,,,,B,-57745180,Selasphorus rufus,B35933739579,,E,12/08/2002,8,12,2002,US,US-AR,35.41667,-94.41667,10,11,,4330,,,,,,,66.0,23.0,1.0,7.0,1.5,E,-11373995,Selasphorus rufus,1033.6891779863176
B35933865943,B35933865943,,B,02/08/2003,8,2,2003,US,US-LA,30.41667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,5.0,4.0,P4744824,0,,,,,,B,-36881131,Selasphorus rufus,B35933865943,,E,05/27/2004,27,5,2004,CA,CA-AB,49.75,-112.75,10,11,,4330,,,,,,,66.0,23.0,2.0,7.0,1.92,E,-9149388,Selasphorus rufus,2865.9685005451756
B35933875705,B35933875705,,B,02/01/2003,1,2,2003,US,US-MS,30.41667,-89.41667,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P7724447,0,,,,,,B,-65127108,Selasphorus rufus,B35933875705,,E,02/19/2007,19,2,2007,US,US-GA,31.25,-84.75,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,1.0,7.0,4.67,E,-12473481,Selasphorus rufus,455.8794196432806
B35933944584,B35933944584,,B,08/25/2002,25,8,2002,US,US-AZ,32.58333,-109.91667,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1716506,0,,,,,,B,-65107377,Selasphorus rufus,B35933944584,,E,05/15/2004,15,5,2004,US,US-MT,48.08333,-114.08333,10,11,,4330,,,,,,,66.0,23.0,6.0,7.0,2.92,E,-11331962,Selasphorus rufus,1756.4971073138038
B35933952393,B35933952393,,B,07/28/2002,28,7,2002,US,US-AZ,31.91667,-109.25,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1716506,0,,,,,,B,-36897879,Selasphorus rufus,B35933952393,,E,05/10/2004,10,5,2004,CA,CA-BC,49.41667,-124.41667,10,11,,4330,,,,,,,13.0,21.0,1.0,7.0,2.92,E,-11219249,Selasphorus rufus,2318.584973251697
B36833311003,B36833311003,,B,01/09/2011,9,1,2011,US,US-LA,29.95833,-90.225,1,11,Rufous Hummingbird,4330,3,08,5.0,4.0,P4744824,0,,,,,,B,-58710330,Selasphorus rufus,B36833311003,,E,11/14/2011,14,11,2011,US,US-PA,40.79056,-75.30139,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.42,E,-12267320,Selasphorus rufus,1807.237756510789
B36833330613,B36833330613,,B,01/27/2012,27,1,2012,US,US-LA,30.10111,-91.01139,0,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-58661718,Selasphorus rufus,B36833330613,,E,12/29/2012,29,12,2012,US,US-WY,44.08333,-107.41667,10,11,Hummingbird,4330,,,,,,,21.0,22.0,7.0,4.0,1.5,E,-8634931,Selasphorus rufus,2121.5678173602446
B36833364364,B36833364364,,B,01/15/2009,15,1,2009,US,US-NC,35.075,-77.075,1,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P7723572,0,,,,,,B,-36887165,Selasphorus rufus,B36833364364,,E,12/11/2009,11,12,2009,US,US-VA,38.98167,-77.35639,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.5,E,-8819690,Selasphorus rufus,434.2771771859805
B36833457073,B36833457073,,B,05/21/2010,21,5,2010,US,US-MT,46.25,-114.25,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1721047,0,,,,,,B,-61663787,Selasphorus rufus,B36833457073,,E,08/08/2010,8,8,2010,US,US-TX,30.58333,-104.08333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.17,E,-8809384,Selasphorus rufus,1948.776767827007
B36833481556,B36833481556,,B,08/07/2009,7,8,2009,US,US-MT,46.41667,-114.25,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P1721047,0,,,,,,B,-61939575,Selasphorus rufus,B36833481556,,E,08/23/2009,23,8,2009,US,US-ID,42.13806,-111.69639,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,28.0,22.0,7.0,4.0,0.17,E,-8802363,Selasphorus rufus,517.2169988416222
B36833733793,B36833733793,,B,04/28/2008,28,4,2008,US,US-LA,30.41667,-90.08333,10,11,Ruby-throated Hummingbird,4280,3,08,1.0,4.0,P2722567,0,,,,,,B,-58527113,Archilochus colubris,B36833733793,,E,05/13/2009,13,5,2009,US,US-ME,44.08694,-69.84417,0,11,RUBY-THRT HUMMER,4280,,,,,,,0.0,22.0,7.0,5.0,1.92,E,-8882164,Archilochus colubris,2339.1165821436302
