band_banding,original_band,other_bands_banding,event_type_banding,event_date_banding,event_day_banding,event_month_banding,event_year_banding,iso_country_banding,iso_subdivision_banding,lat_dd_banding,lon_dd_banding,coordinates_precision_code_banding,band_type_code_banding,species_name_banding,species_id_banding,bird_status_banding,extra_info_code_banding,age_code_banding,sex_code_banding,permit_banding,band_status_code_banding,how_obtained_code_banding,who_obtained_code_banding,reporting_method_banding,present_condition_banding,min_age_at_enc_banding,record_source_banding,record_id_banding,species_scientific_name_banding,band_recap_enc,other_bands_recap_enc,event_type_recap_enc,event_date_recap_enc,event_day_recap_enc,event_month_recap_enc,event_year_recap_enc,iso_country_recap_enc,iso_subdivision_recap_enc,lat_dd_recap_enc,lon_dd_recap_enc,coordinates_precision_code_recap_enc,band_type_code_recap_enc,species_name_recap_enc,species_id_recap_enc,bird_status_recap_enc,extra_info_code_recap_enc,age_code_recap_enc,sex_code_recap_enc,permit_recap_enc,band_status_code_recap_enc,how_obtained_code_recap_enc,who_obtained_code_recap_enc,reporting_method_recap_enc,present_condition_recap_enc,min_age_at_enc_recap_enc,record_source_recap_enc,record_id_recap_enc,species_scientific_name_recap_enc,distance_km
B56933057413,B56933057413,,B,09/17/1999,17,9,1999,US,US-OK,36.08333,-95.75,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1713087,0,,,,,,B,-37287288,Archilochus colubris,B56933057413,,E,05/02/2000,2,5,2000,US,US-TX,30.08333,-99.25,10,11,,4280,,,,,,,66.0,23.0,6.0,7.0,0.92,E,-12696662,Archilochus colubris,741.1882965773589
B60933647563,B60933647563,,B,09/16/2006,16,9,2006,US,US-TX,28.08333,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1711251,0,,,,,,B,-55134805,Archilochus colubris,B60933647563,,E,07/17/2008,17,7,2008,US,US-GA,33.91667,-84.08333,10,11,RUBY-THRT HUMMER,4280,,,,,,,0.0,23.0,7.0,5.0,2.08,E,-12390314,Archilochus colubris,1398.2836240861864
B61933961811,B61933961811,,B,11/25/1997,25,11,1997,US,US-LA,29.91667,-90.08333,10,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P4744824,0,,,,,,B,-75746183,Archilochus colubris,B61933961811,,E,12/21/1998,21,12,1998,US,US-FL,30.41667,-87.25,10,11,,4280,,,,,,,66.0,22.0,6.0,7.0,1.5,E,-11401068,Archilochus colubris,278.482471635669
B63833632603,B63833632603,,B,01/23/2018,23,1,2018,US,US-FL,30.36056,-87.19722,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-15517050,Selasphorus rufus,B63833632603,,E,07/23/2018,23,7,2018,US,US-TX,30.625,-104.13139,0,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,1.08,E,-8530428,Selasphorus rufus,1624.510593158232
B63933033673,B63933033673,,B,05/26/2005,26,5,2005,US,US-LA,30.91667,-91.58333,10,11,Ruby-throated Hummingbird,4280,3,08,1.0,5.0,P2722567,0,,,,,,B,-64599940,Archilochus colubris,B63933033673,,E,03/30/2006,30,3,2006,US,US-TX,28.75,-97.08333,10,11,Ruby-thrt Hummer,4280,,,,,,,66.0,21.0,7.0,7.0,1.75,E,-12576465,Archilochus colubris,583.196607653274
B63933056783,B63933056783,,B,01/04/2006,4,1,2006,US,US-AL,31.25,-85.58333,10,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P2723703,0,,,,,,B,-63875821,Selasphorus rufus,B63933056783,,E,01/27/2007,27,1,2007,US,US-VA,38.58333,-78.75,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,1.58,E,-12478978,Selasphorus rufus,1024.854960604625
B63933659645,B63933659645,,B,05/04/2013,4,5,2013,US,US-WA,48.24167,-122.70833,1,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P7724447,0,,,,,,B,-53763289,Selasphorus rufus,B63933659645,,E,07/30/2014,30,7,2014,US,US-UT,37.77273,-111.61553,0,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,2.08,E,-10010311,Selasphorus rufus,1470.0878138942965
B63933922632,B63933922632,,B,10/06/2005,6,10,2005,US,US-TX,28.75,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P1711771,0,,,,,,B,-64588142,Archilochus colubris,B63933922632,,E,06/29/2006,29,6,2006,US,US-CT,41.58333,-73.41667,10,11,HUMMINGBIRD,4280,,,,,,,0.0,21.0,1.0,5.0,2.0,E,-12570535,Archilochus colubris,2570.053032397733
B64833668208,B64833668208,,B,06/21/2014,21,6,2014,CA,CA-BC,49.23917,-122.79833,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P5835373,0,,,,,,B,-52939621,Selasphorus rufus,B64833668208,,E,08/11/2014,11,8,2014,US,US-AZ,31.76139,-110.845,0,11,Rufous Hummingbird,4330,,,,,P1716506,,66.0,23.0,7.0,7.0,0.17,E,-10026645,Selasphorus rufus,2183.201321693401
B65833406143,B65833406143,,B,09/17/2010,17,9,2010,US,US-TX,28.08333,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1711771,0,,,,,,B,-61361030,Archilochus colubris,B65833406143,,E,05/10/2011,10,5,2011,US,US-IN,39.84417,-86.44556,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,13.0,21.0,7.0,4.0,0.92,E,-8741062,Archilochus colubris,1630.8265584380217
B65933148639,B65933148639,,B,12/10/2002,10,12,2002,US,US-NC,35.08333,-79.41667,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P7723572,0,,,,,,B,-54037602,Selasphorus rufus,B65933148639,,E,12/21/2003,21,12,2003,US,US-AL,31.25,-85.91667,10,11,,4330,,,,,,,66.0,23.0,1.0,7.0,1.5,E,-9204943,Selasphorus rufus,740.2152512188788
B65933711677,B65933711677,,B,08/06/2000,6,8,2000,US,US-CA,35.75,-118.25,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P7716191,0,,,,,,B,-36888507,Selasphorus rufus,B65933711677,,E,07/28/2002,28,7,2002,US,US-AZ,32.41667,-110.75,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,3.08,E,-11363670,Selasphorus rufus,784.4289762270688
B65933865733,B65933865733,,B,03/16/2003,16,3,2003,US,US-LA,30.41667,-90.08333,10,11,Ruby-throated Hummingbird,4280,3,08,1.0,4.0,P4744824,0,,,,,,B,-65167586,Archilochus colubris,B65933865733,,E,06/21/2003,21,6,2003,US,US-MS,30.75,-89.91667,10,11,,4280,,,,,,,66.0,23.0,7.0,7.0,1.0,E,-9254256,Archilochus colubris,40.26306622328617
B65933871673,B65933871673,,B,01/16/2004,16,1,2004,US,US-LA,30.25,-89.75,10,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P7724447,0,,,,,,B,-75817901,Selasphorus rufus,B65933871673,,E,03/02/2005,2,3,2005,US,US-SC,34.91667,-82.25,10,11,,4330,,,,,,,66.0,21.0,7.0,7.0,1.75,E,-9146767,Selasphorus rufus,873.4268206078978
B66833334638,B66833334638,,B,01/08/2012,8,1,2012,US,US-LA,29.99167,-90.15833,1,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-59997445,Selasphorus rufus,B66833334638,,E,07/24/2012,24,7,2012,US,US-CO,37.39083,-107.84778,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,0.0,23.0,7.0,4.0,1.08,E,-8676863,Selasphorus rufus,1829.8064245098242
B66833665286,B66833665286,,B,09/16/2008,16,9,2008,US,US-MI,42.41667,-83.91667,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7724087,0,,,,,,B,-62478262,Archilochus colubris,B66833665286,,E,09/12/2009,12,9,2009,US,US-TX,32.91667,-95.58333,10,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,3.0,21.0,61.0,4.0,1.25,E,-8901080,Archilochus colubris,1470.7665911728516
B66833696446,B66833696446,,B,03/04/2009,4,3,2009,US,US-FL,30.41667,-87.41667,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-62503899,Selasphorus rufus,B66833696446,,E,11/30/2009,30,11,2009,US,US-AL,30.37028,-87.49528,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,1.42,R,-31805086,Selasphorus rufus,9.138992739081965
B66833901121,B66833901121,,B,01/05/2010,5,1,2010,US,US-FL,30.41667,-87.41667,10,11,Rufous Hummingbird,4330,3,08,1.0,5.0,P2723703,0,,,,,,B,-61780908,Selasphorus rufus,B66833901121,,E,12/29/2010,29,12,2010,US,US-AL,30.37722,-87.46722,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,1.5,R,-31807112,Selasphorus rufus,6.53646037572862
B66833908723,B66833908723,,B,01/27/2010,27,1,2010,US,US-FL,30.58333,-84.25,10,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P2723703,0,,,,,,B,-36966316,Selasphorus rufus,B66833908723,,E,12/24/2010,24,12,2010,US,US-GA,34.115,-83.43639,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.5,E,-8765576,Selasphorus rufus,399.05104441655186
B66933302160,B66933302160,,B,12/04/2003,4,12,2003,US,US-DC,38.91667,-77.08333,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P1711251,0,,,,,,B,-65243682,Selasphorus rufus,B66933302160,,E,01/14/2004,14,1,2004,US,US-PA,40.58333,-76.58333,10,11,,4330,,,,,,,0.0,23.0,7.0,4.0,0.58,E,-9198675,Selasphorus rufus,189.9448453864494
B66933336323,B66933336323,,B,09/13/1998,13,9,1998,US,US-TX,27.75,-97.58333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P1711771,0,,,,,,B,-54588963,Archilochus colubris,B66933336323,,E,08/20/1999,20,8,1999,US,US-MO,39.25,-92.58333,10,11,,4280,,,,,,,0.0,21.0,6.0,4.0,1.17,E,-12732838,Archilochus colubris,1356.8696312815187
B66933386143,B66933386143,,B,08/03/1998,3,8,1998,US,US-OK,36.58333,-95.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1713087,0,,,,,,B,-65280419,Archilochus colubris,B66933386143,,E,08/29/1999,29,8,1999,US,US-TX,30.08333,-99.25,10,11,,4280,,,,,,,66.0,23.0,6.0,7.0,1.17,E,-12732547,Archilochus colubris,818.4226780345214
B66933505283,B66933505283,,B,04/06/2000,6,4,2000,US,US-TX,30.08333,-99.25,10,11,Rufous Hummingbird,4330,3,08,5.0,4.0,P4714144,0,,,,,,B,-75929347,Selasphorus rufus,B66933505283,,E,01/13/2002,13,1,2002,US,US-FL,30.41667,-84.25,10,11,,4330,,,,,,,66.0,23.0,1.0,7.0,2.58,E,-9319890,Selasphorus rufus,1443.070404996489
B66933684724,B66933684724,,B,09/01/2007,1,9,2007,US,US-SC,34.91667,-81.25,10,11,Ruby-throated Hummingbird,4280,3,08,1.0,4.0,P7747094,0,,,,,,B,-63945588,Archilochus colubris,B66933684724,,E,05/31/2008,31,5,2008,US,US-CT,41.37861,-71.98472,0,11,RUBY-THRT HUMMER,4280,,,,,,,13.0,21.0,7.0,4.0,1.92,E,-12383526,Archilochus colubris,1082.3743160140452
B66933702642,B66933702642,,B,09/09/2012,9,9,2012,US,US-LA,30.42917,-90.12833,0,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P4744824,0,,,,,,B,-59252112,Archilochus colubris,B66933702642,,E,07/18/2013,18,7,2013,US,US-GA,33.36627,-85.14093,0,11,hummingbird,4280,,,,,,,13.0,21.0,7.0,5.0,1.08,E,-8642016,Archilochus colubris,573.1632376266926
B73833776446,B73833776446,,B,09/14/2017,14,9,2017,US,US-PA,40.08333,-79.25,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P9991261,0,,,,,,B,-15263740,Archilochus colubris,B73833776446,,E,07/07/2018,7,7,2018,US,US-NY,42.53362,-78.56689,0,11,Ruby-throated Hummingbird,4280,,,,,,,13.0,21.0,7.0,5.0,1.08,E,-9854744,Archilochus colubris,278.0735241515865
B73933027509,B73933027509,,B,10/02/2005,2,10,2005,US,US-TX,29.08333,-95.58333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1711771,0,,,,,,B,-37290379,Archilochus colubris,B73933027509,,E,04/30/2007,30,4,2007,US,US-TN,35.41667,-87.25,10,11,RUBY-THRT HUMMER,4280,,,,,,,3.0,23.0,7.0,7.0,1.83,E,-12481201,Archilochus colubris,1052.7345253169954
B74833192718,B74833192718,,B,08/17/2014,17,8,2014,US,US-MD,39.22455,-75.98487,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P4749749,0,,,,,,B,-53217941,Archilochus colubris,B74833192718,,E,09/18/2014,18,9,2014,US,US-AL,33.27018,-87.32083,11,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,0.0,21.0,61.0,4.0,0.25,E,-10029227,Archilochus colubris,1212.8712668658727
B74833197423,B74833197423,,B,01/12/2014,12,1,2014,US,US-FL,30.37528,-87.27583,0,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P2723703,0,,,,,,B,-58579145,Selasphorus rufus,B74833197423,,E,01/17/2015,17,1,2015,US,US-GA,34.09378,-84.22449,0,11,Rufous Hummingbird,4330,,,,,P2722572,,66.0,23.0,7.0,7.0,1.58,E,-10022898,Selasphorus rufus,502.6654522770287
B74933216713,B74933216713,,B,08/22/2004,22,8,2004,US,US-IL,37.60944,-89.24611,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P7721981,0,,,,,,B,-37245437,Archilochus colubris,B74933216713,,E,08/25/2005,25,8,2005,US,US-KY,37.75,-87.08333,10,11,,4280,,,,,,,0.0,21.0,6.0,3.0,2.17,E,-9158311,Archilochus colubris,191.4179170400568
B74933428799,B74933428799,,B,08/01/2004,1,8,2004,US,US-IL,39.91667,-89.91667,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P9992049,0,,,,,,B,-37263804,Archilochus colubris,B74933428799,,E,09/05/2005,5,9,2005,US,US-AR,35.08333,-93.5,33,11,,4280,,,,,,,12.0,21.0,7.0,5.0,2.25,E,-9132667,Archilochus colubris,622.8871016896678
B75933197757,B75933197757,,B,03/02/2004,2,3,2004,US,US-LA,30.41667,-92.08333,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P2724544,0,,,,,,B,-36869746,Selasphorus rufus,B75933197757,,E,05/10/2006,10,5,2006,MX,,28.41667,-108.91667,10,11,colibri,4330,,,,,,,0.0,21.0,1.0,3.0,2.92,E,-12537155,Selasphorus rufus,1646.9998291497393
B75933671819,B75933671819,,B,09/05/2001,5,9,2001,US,US-AL,33.75,-86.58333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P1711251,0,,,,,,B,-37235338,Archilochus colubris,B75933671819,,E,07/22/2003,22,7,2003,US,US-WV,37.75,-80.91667,10,11,,4280,,,,,,,66.0,22.0,6.0,7.0,2.08,E,-9210183,Archilochus colubris,677.7316740263594
B75933737107,B75933737107,,B,07/01/2005,1,7,2005,US,US-GA,33.08333,-83.75,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P2723343,0,,,,,,B,-37290606,Archilochus colubris,B75933737107,,E,08/01/2009,1,8,2009,US,US-MS,31.08333,-89.41667,10,11,HUMMINGBIRD,4280,,,,,,,0.0,21.0,61.0,5.0,4.17,E,-8895028,Archilochus colubris,579.0126332950068
B80833137853,B80833137853,,B,07/27/2012,27,7,2012,US,US-UT,37.775,-111.60833,1,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1716506,0,,,,,,B,-59520656,Selasphorus rufus,B80833137853,,E,08/31/2014,31,8,2014,US,US-OR,45.73764,-123.20188,0,11,Rufous Hummingbird,4330,,,,,,,0.0,21.0,7.0,4.0,3.17,E,-8573706,Selasphorus rufus,1305.8832605279244
B80833703830,B80833703830,,B,08/31/2011,31,8,2011,US,US-TX,30.70083,-104.115,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P9969249,0,,,,,,B,-37013102,Selasphorus rufus,B80833703830,,E,04/13/2012,13,4,2012,US,US-CA,34.25,-118.58333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,3.0,21.0,7.0,7.0,1.83,E,-8927043,Selasphorus rufus,1414.3927029317217
B80833785458,B80833785458,,B,12/28/2012,28,12,2012,US,US-FL,30.50833,-86.44167,1,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-59437900,Selasphorus rufus,B80833785458,,E,12/19/2015,19,12,2015,US,US-GA,31.71833,-84.35083,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,4.5,R,-31803816,Selasphorus rufus,240.35906266774109
B80833981659,B80833981659,,B,08/20/2019,20,8,2019,US,US-NJ,39.3825,-75.12056,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P4741167,0,,,,,,B,11800726,Archilochus colubris,B80833981659,,E,02/06/2020,6,2,2020,NI,,11.86083,-86.21076,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,P7710313,,66.0,23.0,7.0,7.0,0.67,E,556006,Archilochus colubris,3239.9589663836878
B80933809169,B80933809169,,B,08/30/2007,30,8,2007,US,US-IL,37.35083,-89.33528,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7721981,0,,,,,,B,-37230365,Archilochus colubris,B80933809169,,E,99/99/2008,99,99,2008,US,US-MO,37.41667,-90.08333,10,11,Hummingbird,4280,,,,,,,0.0,22.0,7.0,4.0,0.58,E,-12296574,Archilochus colubris,66.65065533449327
B81833116736,B81833116736,,B,09/13/2021,13,9,2021,US,US-IL,37.32333,-89.30056,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7721981,0,,,,,,B,15113890,Archilochus colubris,B81833116736,,E,09/26/2021,26,9,2021,US,US-MO,36.6027,-90.81968,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,21.0,21.0,7.0,4.0,0.25,E,705891,Archilochus colubris,157.1518060886583
B81833118788,B81833118788,,B,09/08/2021,8,9,2021,US,US-IL,37.60944,-89.24611,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7721981,0,,,,,,B,16122752,Archilochus colubris,B81833118788,,E,04/21/2023,21,4,2023,US,US-AR,36.05213,-90.46497,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,13.0,21.0,13.0,5.0,1.83,E,1052417,Archilochus colubris,204.1764512579344
B82833316733,B82833316733,,B,09/14/2021,14,9,2021,US,US-OH,41.66278,-82.79639,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P4748334,0,,,,,,B,15122462,Archilochus colubris,B82833316733,,E,09/11/2023,11,9,2023,US,US-IN,38.42144,-87.24001,11,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,0.0,21.0,7.0,5.0,2.25,E,1093289,Archilochus colubris,522.6781366486033
B82833669776,B82833669776,,B,08/14/2018,14,8,2018,US,US-TN,36.52528,-87.53222,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P6726232,0,,,,,,B,-15229284,Archilochus colubris,B82833669776,,E,09/06/2018,6,9,2018,US,US-LA,32.57528,-91.97109,0,11,Hummingbird,4280,,,,,,,13.0,21.0,7.0,5.0,0.25,E,-9852281,Archilochus colubris,598.1725017441341
B82833719611,B82833719611,,B,09/25/2017,25,9,2017,US,US-IL,37.32333,-89.30056,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P7721981,0,,,,,,B,-15958024,Archilochus colubris,B82833719611,,E,07/13/2018,13,7,2018,US,US-MI,41.91997,-84.89266,0,11,Ruby-throated Hummingbird,4280,,,,,,,3.0,21.0,7.0,10.0,1.08,E,-8530648,Archilochus colubris,635.1702720319854
B82833726093,B82833726093,,B,01/08/2019,8,1,2019,US,US-LA,30.21833,-91.98583,0,11,Rufous Hummingbird,4330,3,08,5.0,4.0,P4744824,0,,,,,,B,16820528,Selasphorus rufus,B82833726093,,E,09/21/2019,21,9,2019,US,US-KY,37.72734,-84.48068,0,11,Rufous Hummingbird,4330,,,,,P9993999,,66.0,23.0,7.0,7.0,1.25,E,483737,Selasphorus rufus,1083.034975975955
B83833818973,B83833818973,,B,09/27/2016,27,9,2016,US,US-IL,37.64722,-89.16361,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P7721981,0,,,,,,B,-17144845,Archilochus colubris,B83833818973,,E,06/07/2017,7,6,2017,CA,CA-ON,44.09003,-79.57242,0,11,hummingbird,4280,,,,,,,21.0,21.0,7.0,4.0,1.0,E,271022,Archilochus colubris,1078.325420695992
B83833956976,B83833956976,,B,09/21/2019,21,9,2019,US,US-TX,28.07417,-97.06222,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7725407,0,,,,,,B,10577942,Archilochus colubris,B83833956976,,E,05/31/2020,31,5,2020,US,US-WV,39.22195,-80.51724,0,11,Ruby throated hummingbird,4280,,,,,,,3.0,21.0,7.0,4.0,0.92,E,564239,Archilochus colubris,1965.2010745981734
B83933781899,B83933781899,,B,01/26/2015,26,1,2015,US,US-LA,30.13083,-92.07778,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2724544,0,,,,,,B,-36879921,Selasphorus rufus,B83933781899,,E,01/18/2017,18,1,2017,US,US-AL,30.83,-88.08306,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,2.58,R,-31804594,Selasphorus rufus,391.2945198913226
B83933898223,B83933898223,,B,09/16/2006,16,9,2006,US,US-TX,28.08333,-96.91667,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P1711771,0,,,,,,B,-37056098,Archilochus colubris,B83933898223,,E,09/99/2007,99,9,2007,US,US-PA,39.75,-79.91667,10,11,Hummingbird,4280,,,,,,,0.0,21.0,7.0,5.0,2.25,E,-12437652,Archilochus colubris,2029.8323435973414
B84833172894,B84833172894,,B,09/18/2014,18,9,2014,US,US-PA,40.08333,-79.25,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P9991261,0,,,,,,B,-53039220,Archilochus colubris,B84833172894,,E,10/10/2014,10,10,2014,US,US-TX,29.05833,-95.44167,1,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P5725452,,66.0,23.0,14.0,7.0,0.33,R,-32011699,Archilochus colubris,1918.8719697079728
B84833540338,B84833540338,,B,09/12/2016,12,9,2016,US,US-TX,31.41667,-95.58333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P5725932,0,,,,,,B,-17555445,Archilochus colubris,B84833540338,,E,07/20/2021,20,7,2021,US,US-IL,39.973,-89.7592,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,P9992049,,66.0,23.0,7.0,7.0,5.08,E,672039,Archilochus colubris,1085.2464232807345
B84833751291,B84833751291,,B,09/24/2013,24,9,2013,US,US-TX,29.49194,-103.46694,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P9969249,0,,,,,,B,-58904146,Selasphorus rufus,B84833751291,,E,12/27/2013,27,12,2013,US,US-LA,30.42904,-90.12836,0,11,Rufous Hummingbird,4330,,,,,P4744824,,66.0,23.0,7.0,7.0,0.5,E,-10031575,Selasphorus rufus,1290.9290946478952
B84833866973,B84833866973,,B,10/19/2014,19,10,2014,US,US-WI,42.92639,-88.8325,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P7721959,0,,,,,,B,-52526011,Selasphorus rufus,B84833866973,,E,11/22/2014,22,11,2014,US,US-NC,35.06186,-77.15173,0,11,Rufous Hummingbird,4330,,,,,P1613571,,66.0,23.0,7.0,7.0,1.42,E,-10006692,Selasphorus rufus,1334.214260850533
B84933382852,B84933382852,,B,12/23/2006,23,12,2006,US,US-MS,30.5725,-88.71139,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2720191,0,,,,,,B,-63192744,Selasphorus rufus,B84933382852,,E,02/28/2010,28,2,2010,US,US-LA,30.25,-91.08333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,4.67,E,-8808863,Selasphorus rufus,230.692593808149
B84933628466,B84933628466,,B,01/18/2003,18,1,2003,US,US-LA,30.08333,-90.58333,10,11,Rufous Hummingbird,4330,3,08,5.0,4.0,P4744824,0,,,,,,B,-36886539,Selasphorus rufus,B84933628466,,E,01/17/2004,17,1,2004,US,US-NC,35.41667,-83.41667,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,1.58,E,-11334669,Selasphorus rufus,894.4380874011856
B84933811404,B84933811404,,B,11/22/2004,22,11,2004,US,US-FL,30.58333,-86.41667,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P2723703,0,,,,,,B,-65168257,Archilochus colubris,B84933811404,,E,12/25/2004,25,12,2004,US,US-AL,34.41667,-87.25,10,11,,4280,,,,,,,0.0,21.0,7.0,5.0,0.5,E,-9157178,Archilochus colubris,432.2487256697445
B85833011693,B85833011693,,B,08/02/2011,2,8,2011,US,US-AR,34.50833,-91.275,1,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P5725305,0,,,,,,B,-60353337,Archilochus colubris,B85833011693,,E,09/10/2011,10,9,2011,US,US-TX,30.41667,-95.25,10,11,Hummingbird,4280,,,,,,,21.0,21.0,7.0,4.0,1.25,E,-12302226,Archilochus colubris,587.705818757273
B85833387058,B85833387058,,B,12/21/2012,21,12,2012,US,US-FL,30.49972,-84.33833,0,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P2723703,0,,,,,,B,-53718281,Selasphorus rufus,B85833387058,,E,12/15/2013,15,12,2013,US,US-TN,35.986,-84.34779,0,11,Rufous Hummingbird,4330,,,,,P7727292,,66.0,23.0,7.0,7.0,1.5,E,-8560410,Selasphorus rufus,608.4791919085663
B85833389333,B85833389333,,B,11/22/2011,22,11,2011,US,US-AL,30.38083,-87.80583,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-36891636,Selasphorus rufus,B85833389333,,E,01/19/2013,19,1,2013,US,US-LA,30.35587,-91.06452,0,11,Rufous Hummingbird,4330,,,,,P4744824,,66.0,23.0,7.0,7.0,1.58,E,-8638022,Selasphorus rufus,313.2526379394482
B85833389333,B85833389333,,B,11/22/2011,22,11,2011,US,US-AL,30.38083,-87.80583,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-36891636,Selasphorus rufus,B85833389333,,E,01/17/2015,17,1,2015,US,US-LA,30.35583,-91.06444,0,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P4744824,,66.0,23.0,14.0,7.0,3.58,R,-31812952,Selasphorus rufus,313.2450517418057
B85933738865,B85933738865,,B,01/17/2004,17,1,2004,US,US-GA,31.25,-84.75,10,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P2723343,0,,,,,,B,-36896155,Selasphorus rufus,B85933738865,,E,11/04/2004,4,11,2004,US,US-AL,33.58333,-86.75,10,11,,4330,,,,,,,66.0,21.0,7.0,7.0,1.42,E,-9141592,Selasphorus rufus,319.8949413435727
B85933781338,B85933781338,,B,01/10/2002,10,1,2002,US,US-LA,29.75,-90.91667,10,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-57450164,Selasphorus rufus,B85933781338,,E,12/26/2004,26,12,2004,US,US-AL,31.25,-85.41667,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,3.5,E,-9175937,Selasphorus rufus,553.4825399032483
